ASIN,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Boyutu,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Form Faktör,Grafik RAM Türü,Grafik İşlemci Üreticisi,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Marka,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Paket Boyutları,Piller Dahil mi?,Piller:,Price,RAM Boyutu,Sabit Disk Açıklaması,Score,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,Üretici,Ürün Ağırlığı,İşlemci Hızı,İşlemci Markası,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Grafik Yardımcı İşlemcisi,Renk,Sabit Sürücü Arabirimi,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Boyutları,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Model Numarası,HDMI Bağlantı Noktası Sayısı,Kablosuz Türü,Bellek Saat Hızı,Üretici Artık Üretmiyor,Donanım Arayüzü,Ekran Teknolojisi,Ortalama Pil Ömrü,RAM Bellek Teknolojisi,Model,Lityum Batarya Ağırlığı
B08P79YBH7,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,13899.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",LED,,,,
B08P79VR4D,Wifi,,,,,,,,,,,,,Lenovo,,,,,,28479.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P79SNND,Wifi,,,,,,,,,,,,,Lenovo,,,,,,52379.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P79P9CY,Wifi,,,,,,,,,,,,,Lenovo,,,,,,29079.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P793L3V,Wifi,,,,,,,,,,,,,Lenovo,,,,,,64709.0,,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P7925P6,Wifi,,,,,,,,,,,,,Lenovo,,,,,,29079.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P78XLPK,Wifi,,,,,,,,,,,,,Lenovo,,,,,,29929.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P78Q642,Wifi,,,,,,,,,,,,,Lenovo,,,,,,29579.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P78PN4M,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,23839.0,64.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,LED,16.5,,,
B08P78M4M2,Wifi,,,,,,,,,,,,,Lenovo,,,,,,26599.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P78FVDH,Wifi,,,,,,,,,,,,,Lenovo,,,,,,54379.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P77YTRH,Wifi,,,,,,,,,,,,,Lenovo,,,,,,28479.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P77HGGG,Wifi,,,,,,,,,,,,,Lenovo,,,,,,28579.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P5ZCFCQ,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,25529.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",,,,,
B08P5YZ2JC,"USB, Ethernet, HDMI, Wifi",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,4429.0,4.0,SSD,,,,1366x768,Asus,1.9,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, VGA, Güvenli Dijital Kart, USB, Ethernet, HDMI, SDHC, SDXC, USB 2.0",,,,,
B08P5Y316B,"USB, Ethernet, HDMI, Wifi",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,4929.0,4.0,SSD,,,,1366x768,Asus,1.9,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, VGA, Güvenli Dijital Kart, USB, Ethernet, HDMI, SDHC, SDXC, USB 2.0",,,,,
B08P5VS9GJ,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,7729.0,8.0,SSD,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5VHP9B,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,9029.0,32.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5TY4RK,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,10229.0,64.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5TC2LN,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,9829.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5T7J3Y,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,8929.0,16.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5SM2XK,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,8129.0,8.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5S3XJN,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,9529.0,32.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5RZ32F,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,8629.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P5FCLD5,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7979.0,16.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,1000.0,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P5DZ9CD,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,8629.0,32.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,1000.0,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P5CTYST,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,8079.0,32.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P5CTJ7B,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7129.0,8.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P5CGQPR,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7679.0,32.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",LED,,DDR4,,
B08P5BRQYG,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,9379.0,64.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P59RBN6,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,9929.0,64.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P58NPLW,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,8979.0,64.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",LED,,DDR4,,
B08P58LQDN,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7679.0,8.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P4ZQV57,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7429.0,16.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",,,DDR4,,
B08P4XRFRJ,"USB, Ethernet, HDMI",,DDR4 SDRAM,,,,,,,,,,,Dell,,,,,,7029.0,16.0,SSD,,,,1920x1080,Dell Computers,,,,,,,,,Solid State,,,,,,,,,,,"MicroSD, Güvenli Dijital Kart, USB, HDMI, USB 2.0",LED,4.0,DDR4,,
B08P4V4PWS,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,8379.0,,,,,,,Asus,1.9,,,,,,,,,,,,,2.0,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P4TBMBH,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7779.0,,,,,,,Asus,1.9,,,4.0,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P4QTPMG,,,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,8429.0,16.0,,,,,,Dell Computers,,,Intel,,,,,,,,,,,,,,,,,,LED,,,,
B08P4M6CFV,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,21079.0,16.0,SSD,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,Solid State,,,,,,,,,,,,LED,16.5,,,
B08P4M1QQM,Wifi,,DDR4 SDRAM,,,,,,,,,,,Lenovo,,,,,,16999.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,,LED,14.0,DDR4,,
B08P4LVXVP,Wifi,,,,,,,,,,,,,Lenovo,,,,,,43699.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,OLED,16.5,,,
B08P4LPB3Y,Wifi,,,,,,,,,,,,,Lenovo,,,,,,40679.0,32.0,,,,,3840x2160,Lenovo,,,,8.0,,,,,,,,,,,,,,,,,OLED,16.5,,,
B08P4LMVT2,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,20569.0,32.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,LED,10.0,,,
B08P4LK8B8,Wifi,,,,,,,,,,,,,Lenovo,,,,,,39129.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,OLED,16.5,,,
B08P4LFVJD,Wifi,,,,17.3,,,,,,,,,Lenovo,,,,,,23429.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,1000.0,,,,,,,,,,,,17.0,,,
B08P4L3XVN,,,,,,,,,,,,,,Lenovo,,,,,,18179.0,8.0,,,,,,Lenovo,,4.0,Intel,,,Windows 10 Professional,Intel UHD Graphics 620,,,,,,,,,,,,,,,,,,
B08P4KWGKF,Wifi,,DDR4 SDRAM,,,,,,,,,,,Lenovo,,,,,,16960.0,32.0,SSD,,,,,Lenovo,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,,,,,,14.0,DDR4,,
B08P4KW4MB,Wifi,,DDR4 SDRAM,,,,,,,,,,,Lenovo,,,,,,18879.0,32.0,SSD,,,,,Lenovo,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,,,,,,14.0,DDR4,,
B08P4KVRS3,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,21069.0,32.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,,16.5,,,
B08P4KQ5QW,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,21659.0,32.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,,16.5,,,
B08P4KLMMF,Wifi,,,,,,,,,,,,,Lenovo,,,,,,39779.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,OLED,16.5,,,
B08P4JY1NR,"USB, Wifi",,DDR4 SDRAM,,,,,Kompakt,,,,,,Asus,,,,,,4415.0,4.0,"SSD, eMMC",,,,1366x768,Asus,,,,,,Windows 10 Home,,,Solid State,,,,,,,,801.11ac,,,"MicroSD, Güvenli Dijital Kart, USB, SDHC, SDXC",,,"DDR4, SDRAM",,
B08P4CG43R,,,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,5829.0,16.0,SSD,,,,,Asus,1.9,,AMD,,,Windows 10,,,Solid State,,,,,,,,,,,,,,,,
B08P4C9JHX,,,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,5179.0,8.0,SSD,,,,,Asus,1.9,,AMD,,,Windows 10,,,Solid State,,,,,,,,,,,,,,,,
B08P4BSB31,,,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,5479.0,16.0,SSD,,,,,Asus,1.9,,AMD,,,Windows 10,,,Solid State,,,,,,,,,,,,,,,,
B08P3ZTP4W,USB,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10179.0,24.0,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,USB-C,LED,12.0,,,
B08P3Z7TQ7,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8129.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3Z2Z8N,Wifi,,,,,,,"Dizüstü Bilgisayar, 2'si 1 Arada",,,,,,Lenovo,,,,,,12329.0,8.0,,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3Z1L1Z,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9629.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3YYJQ3,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6179.0,8.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,9.0,DDR4,,
B08P3YTLRQ,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9979.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3YQKJ2,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8679.0,8.0,SSD,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3YNW13,USB,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10829.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,USB-C,LED,12.0,,,
B08P3YMFG5,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11579.0,16.0,SSD,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3YM3JW,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,24399.0,16.0,SSD,,,,,Lenovo,1.7,,,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3YKHG5,"Bluetooth, USB, Ethernet, Mini DisplayPort, HDMI",,,,,,,,,,,,,Lenovo,,,,,,28729.0,64.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,Thunderbolt 3,,,,,,,,"Bluetooth, Kızılötesi",,,"MicroSD, Bluetooth, Güvenli Dijital Kart, USB, DisplayPort, Ethernet, HDMI, Kızılötesi, Thunderbolt, USB-C",LED,,"DDR4, SO-DIMM",,
B08P3YGTHJ,,,DDR4 SDRAM,,14,,AMD Radeon Vega 10,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7229.0,16.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3YDMSZ,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8729.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3YCVF9,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6779.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3YC91K,USB,,DDR4 SDRAM,,14,,Intel UHD Grafik 620,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8829.0,8.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3XXJS9,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8329.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3XX1Z1,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7629.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3XWPHV,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9229.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3XTZP9,USB,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10029.0,,SSD,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,USB-C,LED,12.0,,,
B08P3XQYX3,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9929.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3XPNBK,"Bluetooth, Wifi",,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,5449.0,4.0,SSD,,,,1366x768,Lenovo,1.6,,AMD,,,,,,Solid State,,,,,,,,Bluetooth,,,Bluetooth,,6.0,DDR4,,
B08P3XMBJC,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12429.0,,SSD,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3XGTRW,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8679.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3XGFKR,Wifi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11229.0,8.0,,,,,,Lenovo,,,Intel,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3XGBKV,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,26629.0,32.0,SSD,,,,,Lenovo,1.7,,,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3XFNGS,USB,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10379.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,USB-C,LED,12.0,,,
B08P3XD7NG,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8729.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3XCZWV,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9229.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3XCWKY,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8929.0,16.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3XC8B4,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9429.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3XBQP3,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,11929.0,16.0,,,,,,Lenovo,,,,6.0,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3X76VT,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,5679.0,8.0,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,9.0,DDR4,,
B08P3X2PVW,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8929.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08P3X2J7Z,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9129.0,16.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3WXKC5,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10179.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P3WWZM8,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7529.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WVT51,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,27529.0,64.0,SSD,,,,,Lenovo,1.7,,Intel,,,,,,Solid State,,,,,,,,,,,,LED,,,,
B08P3WTQV7,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7029.0,8.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WTB8F,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6429.0,8.0,"SSD, HDD",,,,1920x1080,Lenovo,,,,4.0,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WRWWQ,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7479.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WQWQY,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12779.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,LED,12.0,,,
B08P3WPJD8,Wifi,,,,,,Intel HD Grafik,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10779.0,8.0,,,,,,Lenovo,,,,,,Windows 10,,,,,,,,,,,,,,Kızılötesi,,,,,
B08P3WMYR9,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10229.0,64.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,10.0,DDR4,,
B08P3WMVG5,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6629.0,,"SSD, HDD",,,,1920x1080,Lenovo,,,,4.0,,,AMD Radeon Vega 8,,Solid State,1000.0,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WMG2T,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8229.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,8.0,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3WLG6Y,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7029.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WL3MQ,Bluetooth,,DDR4 SDRAM,,15.6,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6379.0,,SSD,,,,1920x1080,Lenovo,,,,,,,AMD Radeon Vega 8,,Solid State,,,,,,,,"Bluetooth, 801.11ac",,,Bluetooth,LED,6.0,DDR4,,
B08P3WKRJV,,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8129.0,16.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3WKLPH,Wifi,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7629.0,16.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,Solid State,,,,,,,,,,,,LED,,DDR4,,
B08P3WKFB7,,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10779.0,8.0,,,,,,Lenovo,,,AMD,,,,,,,,,,,,,,Kızılötesi,,,Kızılötesi,,7.0,,,
B08P3WHX21,Wifi,,,,,,,,,,,,,Lenovo,,,,,,30929.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
