ASIN,Ekran Boyutu,Form Faktör,Grafik Yardımcı İşlemcisi,Grafik İşlemci Üreticisi,Marka,Paket Boyutları,Price,RAM Boyutu,Renk,Sabit Disk Açıklaması,Sabit Sürücü Arabirimi,Score,Üretici,Ürün Ağırlığı,İşlemci Markası,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Grafik RAM Türü,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Piller Dahil mi?,Piller:,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,İşlemci Hızı,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Lityum Batarya Ağırlığı,Lityum Metal Hücre Sayısı,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Model Numarası,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Boyutları,Kablosuz Türü,Bellek Saat Hızı,Ekran Çözünürlüğü,Üretici Artık Üretmiyor,HDMI Bağlantı Noktası Sayısı,Ekran Teknolojisi,RAM Bellek Teknolojisi,Önemli Özellikler,İnsan Arayüz Girdisi,Üretici Referansı,Audio Details,Voltaj,Watt Değeri,Donanım Arayüzü,Ortalama Pil Ömrü,Yüklü Flash Belleğin Boyutu,Dizüstü Bilgisayar Ekran Teknolojisi,Ek Sürücüler,Dahili Hafıza,Average Battery Standby Life (in hours),Front Webcam Resolution,Model,Parça Numarası,Pil Gerekli,Piller Dahil,Sıvı Madde İçerir,Bağlantı Noktası Sayısı,Model Year,Otomatik Odaklama Var,Programlanabilir Düğmeler,USB Bağlantı Noktası Sayısı,Yatay Çözünürlük,Klavye Dili ve Düzeni,Sabit Disk Dönüş Hızı,Cihaz Türü,İşlemci Yuvası,Pil Hücre Bileşimi,Rear Webcam Resolution,Adet,Model Adı,Şarj Edilebilir Pil Dahil,Dijital Depolama Kapasitesi,Renkli Ekran,En-Boy Oranı,Yanıt Süresi,Bluetooth Teknolojisini Destekler,Hücresel Teknoloji,Lityum Batarya Voltajı,Battery Charge Time (in hours),Uzaktan Kumanda Dahil,Hoparlör Çıkış Kanalı Sayısı,Desteklenen Yazılımlar,Pil Açıklaması,Mikrofon Bağlantı Noktası Sayısı,Kart Okuyucu,Dil:,Güç Kaynağı,Model Numarası,Üretici Parça Numarası
B08R8GMKGV,,Dizüstü Bilgisayar,NVIDIA GeForce MX110,,Asus,,"₺7.329,00",12 GB,,Katı Hal Sürücüsü (SSD),,,Asus,1.9 Kilogram,Intel,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7N66TS,,,,,,,"₺13.766,00",,,,Solid State,,Dynabook,,Intel,,,SODIMM,,,,,,,,,,,,,,,4.9 GHz,4,Core i7-10510U,,,,256 GB,,,Bilgisayar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7DFQ21,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.729,00",32 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7D4RDN,,Dizüstü Bilgisayar,NVIDIA GeForce MX110,,Asus,,"₺8.229,00",12 GB,,,,,Asus,1.9 Kilogram,Intel,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CWCKH,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.579,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CW855,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.629,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CM4DK,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.179,00",16 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CKP26,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.129,00",32 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CK5LH,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.879,00",8 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CHHWV,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.779,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CHD4F,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.129,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CH5YL,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.079,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CDLT8,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.929,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7CCDX6,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.529,00",32 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7C72B8,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.529,00",16 GB,,Katı Hal Sürücüsü (SSD),,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R7BCXNZ,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.279,00",8 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R79XPFS,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.429,00",16 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R79X2SL,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.179,00",32 GB,,,,,Lenovo,,Intel,USB,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,Windows 10 Pro,,,,,,,,,,,,,,LED,DDR4,,Mikrofon,,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R6JDW8J,15.6 İnç,,Nvidia,Nvidia,Monster,,"₺8.099,00",8 GB,Black,SSD,Solid State,,Monster,2.2 kg,Intel,,DDR4,SODIMM,,,,,41 Vat Saat,Piller cihazla birlikte paketlenmiştir,4,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1080p Full HD,2.4 GHz,4,Intel Core i5,DOS,0.41 gram,,500 GB,,,PC,4 GB,36.1 x 25.8 x 2.5 cm; 2.2 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R5ZQVVV,,,,,Dell,,"₺26.729,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R5ZJ77H,,,,,Dell,,"₺25.229,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,,,,,,,,,,,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R5XQVNX,,,,,Dell,,"₺24.529,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,,,,,,,,,,,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R5LSW6C,,,,,Dell,,"₺32.679,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R517DSV,,,,,Dell,,"₺24.179,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,,,,,,,,,,,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08R1ZHH67,21,,,,Actina,54 x 47.5 x 27.5 cm; 10.7 Kilogram,"₺11.819,50",16 GB,,,Serial ATA,,ACTINA,10.7 kg,Intel,,,,32 GB,PCI-E,"NVIDIA GeForce GTX 1660 6GB GDDR5, HDMI",DRAM,,,,,,,,Actina SG1X i5-9400F • 16GB • 512GB+2TB • 1660 • 500W• W10,,,,,,Windows 10,,,2 TB,4,KOMAAABTO0744,,,,,,,,,,,,,,,,500 watt,,,,,,,,,,,,,,,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,
B08QZTV1P6,,,,,Dell,,"₺44.669,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,,,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QZRHBJK,,,,,Dell,,"₺46.239,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QZPF2Z3,,,,,Dell,,"₺48.639,00",,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QZNZ6W2,,,,,Dell,,"₺45.269,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Pro,,,,,,,,,Kızılötesi,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QYV4N34,15.6 İnç,Dizüstü Bilgisayar,,,Wondee Global Brands Services,39 x 36.2 x 5.2 cm; 340 gram,"₺286,56",,,,,,WONDEE GLOBAL BRANDS SERVICES,340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QW1JGNG,,,,,Lenovo,,"₺8.229,00",32 GB,,Katı Hal Sürücüsü (SSD),,,LENOVO,,Intel,"USB, Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth,,,,,,,,Mikrofon,,,,,"USB, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QW1HMK7,,,,,Dell,,"₺8.129,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVZW784,,,,,Lenovo,,"₺7.729,00",8 GB,,,,,LENOVO,,Intel,"USB, Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth,,,,,,,,Mikrofon,,,,,"USB, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVY6J3F,,,,,Dell,,"₺8.529,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVY5ZRD,,,,,Dell,,"₺10.329,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVY5QXL,,,,,Dell,,"₺9.429,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVXQP5Z,,,,,Dell,,"₺9.579,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVX5YM1,,,,,Dell,,"₺9.129,00",,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVX43BR,,,,,Lenovo,,"₺8.029,00",16 GB,,,,,LENOVO,,Intel,"USB, Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth,,,,,,,,Mikrofon,,,,,"USB, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVWY2YQ,,,,,Dell,,"₺9.929,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVWXY5S,,,,,Dell,,"₺8.529,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVWX3FC,,,,,Dell,,"₺9.129,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVWV3WC,,,,,Dell,,"₺8.629,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVWPWP7,,,,,Dell,,"₺9.829,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVW8NLQ,,,,,Lenovo,,"₺8.179,00",8 GB,,,,,LENOVO,,Intel,"USB, Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth,,,,,,,,Mikrofon,,,,,"USB, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVV7YBF,,,,,Dell,,"₺9.029,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVK8DT8,,,,,Dell,,"₺8.029,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVJW7QR,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.879,00",,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVHLGWJ,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.529,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QVH7P3N,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.829,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QV6S28Q,,,,,Dell,,"₺8.729,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QV62M3G,,,,,Dell,,"₺7.629,00",16 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QTZCZ44,,,,,Dell,,"₺8.229,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSJXDL3,,,,,Dell,,"₺8.229,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSHFB4R,,,,,Dell,,"₺8.229,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSH55GW,,,,,Dell,,"₺10.779,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSH2CM3,,,,,Dell,,"₺10.279,00",64 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSG6CZN,,,,,Dell,,"₺7.829,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSFYWKK,,,,,Dell,,"₺8.729,00",32 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,256 GB,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QSFTB39,,,,,Dell,,"₺7.729,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,"USB, Ethernet, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,"USB, HDMI",,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QS4G6G1,,,,,Lenovo,,"₺8.929,00",,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QS3KLD6,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺9.479,00",,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QS1VLB6,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺8.729,00",,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QS1D27Q,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.529,00",8 GB,,"Katı Hal Sürücüsü (SSD), Mekanik Sabit Sürücü (HDD)",Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08QS15TBV,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.379,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,Intel,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,2 GB,,,,,,,LED,DDR4,,Klavye,,,,,,6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
